column_name,distinct_comment_count,involved_comments,involved_tables,risk_level,recommendation,note
update_by,5,更新人 ||| 修改人 ||| 更新人ID ||| 创建人 ||| 更新者,"cf_auto_build_flag, day_quality_records, day_quality_setting, dc_survey_info, dc_survey_task, gis_control_unit, gis_region, gis_watershed_partition, min_value_setting, rs_enterprise_info_lsg, rs_enterprise_info_wade, rs_livestock_info_yc, rs_outlet, rs_pollutant_enterprise, rs_pollutant_info, rs_sewage_info_yc, rs_warn_records, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, rs_wastewater_standard, se_watershed, se_watershed_river, stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df, stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df, stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df, wh_hydrological_day_records, wh_hydrological_hour_records, wh_hydrological_records_1, wh_meteorological_day_records, wh_meteorological_hour_records, wh_meteorological_predict_day_records, wh_meteorological_predict_hour_records, wh_meteorological_records_1, wm_camera_info, wm_camera_platform, wm_hydrological_info, wm_image_info, wm_meteorological_info, wm_section_info, wm_section_wq_info, wm_station_info, wm_uav_info, wm_waterbody_info, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records, wt_service_directory, wt_warnparm_config",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
update_date,2,更新日期 ||| 更新时间,"stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df, stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df, stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
update_time,2,更新时间 ||| 创建时间,"cf_auto_build_flag, day_quality_records, day_quality_setting, dc_survey_info, dc_survey_offline_upload, dc_survey_task, gis_control_unit, gis_region, gis_watershed_partition, min_value_setting, rs_enterprise_info_lsg, rs_enterprise_info_wade, rs_livestock_info_yc, rs_outlet, rs_pollutant_enterprise, rs_pollutant_info, rs_sewage_info_yc, rs_warn_records, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, rs_wastewater_standard, se_watershed, se_watershed_river, stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df, wh_hydrological_day_records, wh_hydrological_hour_records, wh_hydrological_records_1, wh_meteorological_day_records, wh_meteorological_hour_records, wh_meteorological_predict_day_records, wh_meteorological_predict_hour_records, wh_meteorological_records_1, wm_camera_info, wm_camera_platform, wm_directory, wm_hydrological_info, wm_image_info, wm_meteorological_info, wm_panorama_layer, wm_panorama_layer_relation, wm_panorama_video, wm_raster_info, wm_raster_inversion, wm_section_info, wm_section_wq_info, wm_station_info, wm_uav_info, wm_waterbody_info, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records, wt_service_directory, wt_warnparm_config",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
water_body_id,2,所属水体id ||| 水体id,"wm_hydrological_info, wm_meteorological_info, wm_section_info, wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
water_body_type,2,水体类型：0-河流、1-湖泊 ||| 水体类型：0 河流、1 湖泊,"wm_station_info_v2, wm_waterbody_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
water_quality_level,3,水质监测指标等级 ||| 水质级别 ||| 水质级别：I、II、Ⅲ、IV、V、劣V,"rs_warn_records, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
water_type,2,水体类型：0 河流、1 湖泊 ||| 水源类型,"wm_hydrological_info, wm_meteorological_info, wm_station_info, wm_water_intake",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
wharf_id,2,码头id ||| 存储码头id,"stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_receive_storage_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
wharf_name,3,码头公司名称 ||| 码头名称 ||| 码头简称,"stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df, stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
width,2,船宽 ||| 水体宽度（m）,"stg_ycsjtysj_sxhyzssj_data_ship_info_df, wm_waterbody_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
xh,3,序号：用于查询数据=driveId ||| 数据唯一标识 ||| 序号,"rs_pollutant_info, stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df, stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
zone_id,2,默认所属分区ID，关联 wst_control_zone.id，用于列表过滤、统计、权限、地图筛选 ||| 所属分区ID，关联 wst_control_zone.id,"wst_asset, wst_trace_edge, wst_trace_node",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
zone_level,2,保护区级别（1-一级保护区；2-二级保护区；3-准保护区） ||| 分区级别：1=一级国控断面控制单元，2=二级自动站分区，3=三级工业园区/分水岭分区,"wm_water_source_zone_v2, wst_control_zone",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
