table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,wm_waterquality_month_records,m28_count,bigint,记录数28,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,m29_value,double precision,硝酸盐,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m29_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,m29_count,bigint,记录数29,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,m30_value,double precision,生物毒性,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m30_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,m30_count,bigint,记录数30,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,m31_value,double precision,大肠杆菌,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m31_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,m31_count,bigint,记录数31,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,monitor_time,timestamp without time zone,监测时间,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 monitor_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,monitor_year,bigint,监测年份,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,monitor_month,bigint,监测月份,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,record_type,character,记录类型：0 自动、1 手工,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 record_type 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,water_quality_level,character varying,水质级别,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 water_quality_level 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,main_pollutant,character varying,主要污染物，逗号连接,水质监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_month_records,remark,character varying,备注,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 remark 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,create_by,bigint,创建人,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,create_time,timestamp without time zone,创建时间,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,update_by,bigint,更新人,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,update_time,timestamp without time zone,更新时间,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_month_records,del_flag,character,删除标记：0 未删除、1 已删除,水质监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,id,text,id,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,station_id,bigint,监测站id,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 station_id 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m1_value,double precision,水温阈值(℃),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m2_value,double precision,pH阈值(无量纲),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m3_value,double precision,溶解氧阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m4_value,double precision,浊度阈值(NTU),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m5_value,double precision,电导率阈值(μS/cm),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m6_value,double precision,氨氮阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m7_value,double precision,高锰酸盐指数阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m8_value,double precision,总磷阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m9_value,double precision,总氮阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m10_value,double precision,叶绿素a阈值(ug/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m11_value,double precision,藻密度阈值(cell/mL),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m12_value,double precision,化学需氧量阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m13_value,double precision,五日生化需氧量阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m14_value,double precision,铜阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m15_value,double precision,硒阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m16_value,double precision,锌阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m17_value,double precision,氟化物阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m18_value,double precision,砷阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m19_value,double precision,汞阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m20_value,double precision,镉阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m21_value,double precision,铬阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m22_value,double precision,铅阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m23_value,double precision,氰化物阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m23_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m24_value,double precision,挥发酚阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m24_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m25_value,double precision,石油类阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m25_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m26_value,double precision,阴离子表面活性剂阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m26_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m27_value,double precision,硫化物阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m27_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m28_value,double precision,水中油阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m28_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m29_value,double precision,硝酸盐阈值(mg/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m29_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m30_value,double precision,生物毒性阈值(%),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m30_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,m31_value,double precision,大肠杆菌阈值(cell/L),站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 m31_value 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,create_by,bigint,创建人,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,create_time,timestamp without time zone,创建时间,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,update_by,bigint,更新人,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,update_time,timestamp without time zone,更新时间,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_threshold,del_flag,character,删除标记：0 未删除、1 已删除,站点水质指标阈值,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,id,bigint,id,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,station_id,bigint,站点id,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 station_id 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,section_id,bigint,断面id,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m1_value,double precision,水温监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m1_count,bigint,记录数1,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m2_value,double precision,PH监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m2_count,bigint,记录数2,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m3_value,double precision,溶解氧监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m3_count,bigint,记录数3,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m4_value,double precision,浊度监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m4_count,bigint,记录数4,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m5_value,double precision,电导率监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m5_count,bigint,记录数5,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m6_value,double precision,氨氮监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m6_count,bigint,记录数6,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m7_value,double precision,高锰酸盐指数监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m7_count,bigint,记录数7,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m8_value,double precision,总磷监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m8_count,bigint,记录数8,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m9_value,double precision,总氮监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m9_count,bigint,记录数9,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m10_value,double precision,化学需氧量监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m10_count,bigint,记录数10,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m11_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m11_count,bigint,记录数11,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m12_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m12_count,bigint,记录数12,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m13_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m13_count,bigint,记录数13,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m14_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m14_count,bigint,记录数14,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m15_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m15_count,bigint,记录数15,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m16_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m16_count,bigint,记录数16,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m17_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m17_count,bigint,记录数17,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m18_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m18_count,bigint,记录数18,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m19_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m19_count,bigint,记录数19,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m20_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m20_count,bigint,记录数20,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m21_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m21_count,bigint,记录数21,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m22_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m22_count,bigint,记录数22,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m23_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m23_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m23_count,bigint,记录数23,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m24_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m24_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m24_count,bigint,记录数24,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m25_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m25_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m25_count,bigint,记录数25,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m26_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m26_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m26_count,bigint,记录数26,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m27_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m27_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m27_count,bigint,记录数27,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,m28_value,double precision,监测值,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m28_value 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,m28_count,bigint,记录数28,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,monitor_time,timestamp without time zone,监测时间,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 monitor_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,monitor_year,bigint,监测年份,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,monitor_month,bigint,监测月份,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,record_type,character,记录类型：0 自动、1 手工,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 record_type 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,water_quality_level,character varying,水质级别,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 water_quality_level 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,main_pollutant,character varying,主要污染物，逗号连接,水质监测年记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wm_waterquality_year_records,remark,character varying,备注,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 remark 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,create_by,bigint,创建人,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,create_time,timestamp without time zone,创建时间,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,update_by,bigint,更新人,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,update_time,timestamp without time zone,更新时间,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,wm_waterquality_year_records,del_flag,character,删除标记：0 未删除、1 已删除,水质监测年记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,wst_asset,id,bigint,主键ID,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,wst_asset,asset_code,character varying,资产编码,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wst_asset,asset_name,character varying,资产名称,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,wst_asset,asset_type,character varying,资产类型，例如 national_section、provincial_section、auto_station、outfall、water_enterprise、chemical_park、wwtp、water_intake、camera、accident_pool、park_pipe、park_river,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象,existing_comment,candidate_with_conflict_warning,medium,字段名 asset_type 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
